id,created_at,kind,case_type,severity,status,pickup_zone_id,pickup_name,pickup_ref,pickup_lat,pickup_lng,hospital_id,assigned_vehicle_id,assigned_driver_id,distance_km,eta_to_pickup_min,eta_min,patients_count,event_tag,source,synthetic
SIM-001237,2025-09-01T19:42:44.158Z,blood,,Critical,COMPLETED,zone-kadma,Tatanagar Railway Station,loc-station,22.7846,86.1842,hosp-steel-township-physiotherapy-c,sim-veh-kadma-amb-3,sim-drv-kadma-3,3.77,5.4,7.2,1,,SIM_SEED,True
SIM-009408,2024-11-18T08:59:24.490Z,medical,Pediatric,Critical,COMPLETED,zone-factory,Burma Mines,loc-burma,22.7774,86.2163,hosp-sakchi-community-hospital,sim-veh-factory-amb-2,sim-drv-factory-2,4.65,12.5,9.8,1,,SIM_SEED,True
SIM-005390,2023-12-23T23:35:15.630Z,medical,General,Critical,COMPLETED,zone-bistupur,Beldih Club (Banquet),loc-beldih,22.8016,86.1902,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,2.22,3.9,4.7,1,,SIM_SEED,True
SIM-001546,2025-12-03T11:06:34.942Z,medical,General,Urgent,COMPLETED,zone-sakchi,Loyola Campus School,loc-school,22.7991,86.1972,hosp-jubilee-care-hospital,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,3,4.7,6.3,1,,SIM_SEED,True
SIM-008404,2024-04-04T18:16:27.362Z,medical,Respiratory,Urgent,COMPLETED,zone-bistupur,Bistupur Quarters,loc-bistupur,22.7937,86.1758,hosp-iron-valley-children-s-clinic,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,1.79,2.8,1.3,1,,SIM_SEED,True
SIM-001051,2021-09-27T03:02:01.271Z,medical,General,Normal,COMPLETED,zone-kadma,Township Central Super Bazaar,loc-township-central-super-bazaar,22.796,86.1713,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-2,sim-drv-kadma-2,1.58,2.1,2.7,4,,SIM_SEED,True
SIM-007320,2024-07-21T12:16:34.919Z,medical,Trauma,Critical,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7935,86.171,hosp-foundry-area-medical-centre,sim-veh-kadma-amb-1,sim-drv-kadma-1,4.72,9.6,8,1,,SIM_SEED,True
SIM-010329,2025-09-02T09:58:11.496Z,medical,Trauma,Critical,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.8043,86.1896,hosp-sakchi-community-hospital,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,2.69,6.8,3.5,1,,SIM_SEED,True
SIM-005820,2025-07-20T08:02:02.631Z,medical,Trauma,Critical,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7818,86.1586,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-2,sim-drv-sonari-2,3.01,5.6,4.8,1,,SIM_SEED,True
SIM-007230,2023-07-19T07:19:32.161Z,medical,Respiratory,Normal,COMPLETED,zone-factory,Burma Mines,loc-burma,22.7726,86.21,hosp-millennium-women-s-care-clinic,sim-veh-factory-amb-2,sim-drv-factory-2,3.71,9.1,4,1,,SIM_SEED,True
SIM-008291,2024-07-14T18:55:59.110Z,fire,,Normal,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7892,86.1653,,sim-veh-kadma-fire-5,sim-drv-kadma-5,0.4,0.7,0.4,1,,SIM_SEED,True
SIM-008065,2023-05-10T15:36:35.528Z,medical,Maternity,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7931,86.1732,hosp-millennium-women-s-care-clinic,sim-veh-sonari-amb-3,sim-drv-sonari-3,3.92,7.4,3.8,2,,SIM_SEED,True
SIM-001064,2021-09-18T18:08:09.608Z,medical,General,Normal,COMPLETED,zone-kadma,Little Steel Foundation School,loc-little-steel-foundation-school,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-5,sim-drv-kadma-5,1.68,2.7,2.7,1,,SIM_SEED,True
SIM-009833,2023-07-26T18:20:38.930Z,medical,Trauma,Critical,COMPLETED,zone-sakchi,Hotel Sonnet,loc-sonnet,22.799,86.1986,hosp-foundry-area-medical-centre,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,4.02,9.7,6.4,1,,SIM_SEED,True
SIM-004669,2025-07-22T16:32:27.077Z,medical,Trauma,Normal,COMPLETED,zone-bistupur,Jubilee Grand Marriage Hall,loc-jubilee-grand-marriage-hall,22.7982,86.1898,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,2.42,2.6,4.1,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-009801,2024-07-26T18:51:40.392Z,medical,Trauma,Critical,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7807,86.1571,hosp-sakchi-community-hospital,sim-veh-sonari-amb-1,sim-drv-sonari-1,6.11,12.9,7.6,1,,SIM_SEED,True
SIM-004411,2022-02-08T01:53:34.567Z,medical,Respiratory,Normal,COMPLETED,zone-kadma,Tatanagar Railway Station,loc-station,22.7846,86.1842,hosp-steel-township-physiotherapy-c,sim-veh-kadma-amb-2,sim-drv-kadma-2,2.68,3.1,5.4,1,COVID_OMICRON_WAVE_2022,SIM_SEED,True
SIM-002253,2023-05-07T00:37:04.325Z,medical,General,Urgent,COMPLETED,zone-bistupur,Tata Steel Gymkhana,loc-gymkhana,22.8026,86.1861,hosp-township-maternity-clinic,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,0.94,1.6,1.8,1,,SIM_SEED,True
SIM-010826,2023-06-04T12:47:08.032Z,medical,Trauma,Urgent,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.77,86.2067,hosp-foundry-area-medical-centre,sim-veh-factory-amb-4,sim-drv-factory-4,1.38,2.8,2.2,1,,SIM_SEED,True
SIM-001764,2026-06-02T08:13:11.142Z,medical,Trauma,Critical,COMPLETED,zone-sonari,Subarnarekha Thermal Power Complex,loc-subarnarekha-thermal-power-com,22.7806,86.1586,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-5,sim-drv-sonari-5,5.66,7.6,12.1,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-010476,2023-06-27T16:38:13.372Z,medical,Trauma,Critical,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarters,22.792,86.1719,hosp-steel-city-general-hospital,sim-veh-sonari-amb-5,sim-drv-sonari-5,5.56,13.4,11.4,1,,SIM_SEED,True
SIM-004647,2026-03-03T00:06:27.398Z,medical,Trauma,Urgent,COMPLETED,zone-factory,Tata Township Community Centre,loc-tata-township-community-centre,22.7728,86.2074,hosp-foundry-area-medical-centre,sim-veh-factory-amb-8,sim-drv-factory-8,1.72,2.8,3.1,1,,SIM_SEED,True
SIM-009458,2023-09-25T05:16:13.434Z,medical,Maternity,Urgent,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7875,86.1631,hosp-township-maternity-clinic,sim-veh-kadma-amb-4,sim-drv-kadma-4,3.36,5.3,4.7,1,,SIM_SEED,True
SIM-005440,2022-05-14T14:44:56.751Z,medical,General,Normal,COMPLETED,zone-sonari,Subarnarekha Thermal Power Complex,loc-subarnarekha-thermal-power-com,22.7806,86.1586,hosp-subarnarekha-skin-and-wellness,sim-veh-sonari-amb-1,sim-drv-sonari-1,3.49,5,6.8,1,,SIM_SEED,True
SIM-000137,2021-09-06T23:27:57.927Z,medical,General,Normal,COMPLETED,zone-kadma,Sonari Blood Bank,loc-sonari-blood-bank,22.8,86.156,hosp-jrd-family-health-clinic,sim-veh-kadma-amb-3,sim-drv-kadma-3,2.94,3.7,5.7,1,,SIM_SEED,True
SIM-000371,2025-04-22T09:52:23.529Z,medical,Trauma,Normal,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7942,86.1719,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-2,sim-drv-kadma-2,0.93,1.4,1.8,1,,SIM_SEED,True
SIM-002213,2025-04-14T18:37:13.253Z,fire,,Critical,COMPLETED,zone-factory,Foundry Workers Enclave,loc-foundry-workers-enclave,22.7716,86.2086,,sim-veh-factory-fire-6,sim-drv-factory-6,0.76,1.5,1.5,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-000240,2026-03-23T20:50:03.058Z,medical,Cardiac,Normal,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8057,86.2043,hosp-tata-steel-advanced-multi-spec,sim-veh-sakchi-amb-1,sim-drv-sakchi-1,3.16,1.9,5.6,1,,SIM_SEED,True
SIM-009993,2023-06-11T11:47:34.429Z,fire,,Urgent,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7873,86.163,,sim-veh-kadma-fire-5,sim-drv-kadma-5,2.09,3.4,2.6,1,,SIM_SEED,True
SIM-010482,2023-03-24T09:28:51.090Z,medical,Maternity,Urgent,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.803,86.1879,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,1.33,4.3,2.6,3,,SIM_SEED,True
SIM-008617,2025-05-06T08:03:39.384Z,fire,,Urgent,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.7649,86.2,,sim-veh-factory-fire-2,sim-drv-factory-2,3.01,6.7,5.1,1,,SIM_SEED,True
SIM-006771,2024-06-04T17:40:08.614Z,medical,Cardiac,Critical,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7813,86.1579,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-3,sim-drv-sonari-3,2.59,5.7,3.5,1,,SIM_SEED,True
SIM-005722,2025-10-05T15:00:16.389Z,medical,Cardiac,Critical,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarters,22.7854,86.1632,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-3,sim-drv-sonari-3,1.35,2.3,1.6,1,,SIM_SEED,True
SIM-006371,2025-02-28T15:13:26.124Z,medical,General,Normal,COMPLETED,zone-sonari,Sonari Aerodrome,loc-aerodrome,22.7796,86.1557,hosp-iron-valley-children-s-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,2.42,5.4,4.5,1,,SIM_SEED,True
SIM-007303,2023-12-24T06:08:31.975Z,medical,General,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7846,86.1622,hosp-iron-valley-children-s-clinic,sim-veh-sonari-amb-3,sim-drv-sonari-3,2.06,4,3.2,1,,SIM_SEED,True
SIM-004324,2022-01-07T03:54:26.989Z,medical,Respiratory,Urgent,COMPLETED,zone-kadma,Sonari Aerodrome,loc-aerodrome,22.8123,86.1689,hosp-tata-steel-advanced-multi-spec,sim-veh-kadma-amb-5,sim-drv-kadma-5,4.6,5.9,11.1,1,COVID_OMICRON_WAVE_2022,SIM_SEED,True
SIM-005558,2025-02-10T00:10:24.757Z,blood,,Normal,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarters,22.7884,86.1671,,sim-veh-sonari-amb-3,sim-drv-sonari-3,1.27,2,1.3,2,,SIM_SEED,True
SIM-006041,2023-05-26T19:46:02.744Z,medical,Respiratory,Normal,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7899,86.1691,hosp-millennium-women-s-care-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,4.27,8.3,5.3,1,,SIM_SEED,True
SIM-006790,2023-05-19T18:16:58.846Z,medical,Maternity,Urgent,COMPLETED,zone-factory,Burma Mines,loc-burma,22.7757,86.214,hosp-township-maternity-clinic,sim-veh-factory-amb-2,sim-drv-factory-2,5.21,9.5,5.8,1,,SIM_SEED,True
SIM-001059,2025-05-25T22:29:35.204Z,medical,General,Urgent,COMPLETED,zone-kadma,Little Steel Foundation School,loc-little-steel-foundation-school,22.7936,86.1737,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-5,sim-drv-kadma-5,1.18,2.3,2.3,1,,SIM_SEED,True
SIM-007445,2023-12-23T07:27:56.781Z,medical,Respiratory,Critical,COMPLETED,zone-bistupur,Jubilee Park Hub,loc-jubilee,22.8041,86.1894,hosp-township-maternity-clinic,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,1.24,2.9,1.3,1,,SIM_SEED,True
SIM-009361,2025-11-14T17:29:50.024Z,medical,Pediatric,Critical,COMPLETED,zone-kadma,Mill Workers Welfare Colony,loc-mill-workers-welfare-colony,22.8021,86.1822,hosp-tata-steel-advanced-multi-spec,sim-veh-kadma-amb-5,sim-drv-kadma-5,1.71,4,3.3,1,,SIM_SEED,True
SIM-001705,2022-05-20T18:56:41.174Z,medical,Cardiac,Urgent,COMPLETED,zone-sonari,Kadma Blood Bank,loc-kadma-blood-bank,22.779,86.17,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-1,sim-drv-sonari-1,3.81,4,7.1,1,,SIM_SEED,True
SIM-001279,2026-01-03T11:41:01.127Z,medical,General,Normal,COMPLETED,zone-sonari,Telco Colony,loc-telco,22.7847,86.1301,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,12.32,16,21.5,1,,SIM_SEED,True
SIM-003274,2022-07-21T02:42:51.324Z,medical,General,Normal,COMPLETED,zone-sakchi,Golmuri Circle,loc-golmuri,22.8001,86.2201,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,2.91,3.8,5.6,1,,SIM_SEED,True
SIM-008425,2024-07-20T09:07:40.311Z,fire,,Normal,COMPLETED,zone-bistupur,Tata Steel Gymkhana,loc-gymkhana,22.7962,86.1791,,sim-veh-bistupur-fire-1,sim-drv-bistupur-1,5.33,10.9,5,1,,SIM_SEED,True
SIM-007493,2024-01-18T23:46:20.237Z,medical,Cardiac,Critical,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7939,86.1742,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-5,sim-drv-sonari-5,0.4,0.9,0.6,1,,SIM_SEED,True
SIM-004841,2022-07-28T18:32:20.990Z,fire,,Normal,COMPLETED,zone-bistupur,Jubilee Grand Marriage Hall,loc-jubilee-grand-marriage-hall,22.7982,86.1898,,sim-veh-bistupur-fire-2,sim-drv-bistupur-2,1.57,2.9,2.9,1,,SIM_SEED,True
SIM-007058,2024-01-26T14:22:45.118Z,medical,General,Normal,COMPLETED,zone-kadma,Kadma Market,loc-kadmamkt,22.7912,86.168,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,0.58,1.8,0.9,1,,SIM_SEED,True
SIM-006145,2024-06-29T10:05:09.681Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Keenan Stadium,loc-keenan,22.81,86.1971,hosp-steel-city-general-hospital,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,5.33,14.7,9.9,1,,SIM_SEED,True
SIM-006151,2023-12-10T00:14:23.256Z,medical,Respiratory,Normal,COMPLETED,zone-sakchi,Hotel Sonnet,loc-sonnet,22.7958,86.1943,hosp-steel-city-general-hospital,sim-veh-sakchi-amb-2,sim-drv-sakchi-2,3.5,7.4,4.6,1,,SIM_SEED,True
SIM-009824,2023-07-31T17:02:50.077Z,medical,Trauma,Urgent,COMPLETED,zone-sakchi,Hotel Sonnet,loc-sonnet,22.8056,86.2071,hosp-foundry-area-medical-centre,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,4.72,14.6,8.7,1,,SIM_SEED,True
SIM-006174,2025-06-28T08:23:01.355Z,medical,Pediatric,Normal,COMPLETED,zone-factory,Blue Furnace Township Residency,loc-blue-furnace-township-residency,22.7648,86.1999,hosp-jubilee-care-hospital,sim-veh-factory-amb-5,sim-drv-factory-5,4.84,15.2,6.3,1,,SIM_SEED,True
SIM-002489,2025-08-21T20:45:35.629Z,medical,General,Normal,COMPLETED,zone-sakchi,Sakchi Blood Bank,loc-sakchi-blood-bank,22.798,86.203,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,1.74,1.7,3.4,1,,SIM_SEED,True
SIM-005579,2024-03-20T09:33:16.527Z,fire,,Urgent,COMPLETED,zone-sonari,Subarnarekha Riverside Quarters,loc-subarnarekha-riverside-quarters,22.79,86.1692,,sim-veh-sonari-fire-4,sim-drv-sonari-4,1.6,2.6,1.4,1,,SIM_SEED,True
SIM-003168,2026-03-13T09:58:00.331Z,fire,,Urgent,COMPLETED,zone-factory,The Foundry Heritage Restaurant,loc-the-foundry-heritage-restauran,22.7668,86.2134,,sim-veh-factory-fire-1,sim-drv-factory-1,0.94,1.7,1.7,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-001992,2024-08-17T09:14:01.715Z,medical,Pediatric,Urgent,COMPLETED,zone-sakchi,Sakchi Quarters,loc-sakchi,22.8045,86.2057,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,2.12,2.7,4.1,1,,SIM_SEED,True
SIM-005859,2026-04-22T22:20:31.667Z,fire,,Urgent,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.7994,86.199,,sim-veh-sakchi-fire-4,sim-drv-sakchi-4,4.2,9.7,8.4,1,,SIM_SEED,True
SIM-001518,2026-04-29T02:38:50.037Z,medical,Pediatric,Normal,COMPLETED,zone-sonari,NIT Jamshedpur,loc-nit,22.7771,86.1449,hosp-iron-valley-children-s-clinic,sim-veh-sonari-amb-4,sim-drv-sonari-4,8.72,10.1,14.3,1,,SIM_SEED,True
SIM-006548,2026-01-22T13:20:55.193Z,blood,,Normal,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7941,86.1718,,sim-veh-kadma-amb-1,sim-drv-kadma-1,0.52,1.4,1.2,1,,SIM_SEED,True
SIM-008494,2024-09-19T19:36:47.563Z,blood,,Normal,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7908,86.1674,,sim-veh-kadma-amb-3,sim-drv-kadma-3,4.31,9.3,8.3,1,,SIM_SEED,True
SIM-003514,2023-03-11T21:43:23.166Z,medical,General,Critical,COMPLETED,zone-sonari,NIT Jamshedpur,loc-nit,22.7771,86.1449,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,6.9,7.6,11.2,1,,SIM_SEED,True
SIM-008908,2023-09-15T01:19:38.991Z,medical,Trauma,Critical,CANCELLED,zone-sakchi,Sakchi Heritage Quarters,loc-sakchi-heritage-quarters,22.7983,86.1976,hosp-subarnarekha-super-speciality-,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,2.82,6.5,4.7,1,,SIM_SEED,True
SIM-001131,2025-08-09T18:51:25.350Z,medical,Cardiac,Normal,COMPLETED,zone-factory,Tata Workers Central Canteen,loc-tata-workers-central-canteen,22.768,86.2122,hosp-subarnarekha-super-speciality-,sim-veh-factory-amb-4,sim-drv-factory-4,5.71,1.5,10.4,1,,SIM_SEED,True
SIM-002817,2025-07-18T09:45:52.628Z,medical,General,Normal,COMPLETED,zone-kadma,Kadma Market,loc-kadmamkt,22.7951,86.1722,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,0.82,0.9,1.3,1,,SIM_SEED,True
SIM-003724,2024-04-19T14:48:59.749Z,medical,Maternity,Urgent,COMPLETED,zone-sonari,Subarnarekha Thermal Power Complex,loc-subarnarekha-thermal-power-com,22.7806,86.1586,hosp-subarnarekha-super-speciality-,sim-veh-sonari-amb-5,sim-drv-sonari-5,4.75,4.5,8.1,1,,SIM_SEED,True
SIM-008664,2026-01-22T13:20:55.193Z,blood,,Normal,COMPLETED,zone-kadma,Annapurna Community Mess,loc-annapurna-community-mess,22.7941,86.1718,,sim-veh-kadma-amb-1,sim-drv-kadma-1,0.52,1.4,1.2,1,,SIM_SEED,True
SIM-004140,2023-02-19T20:13:36.884Z,medical,General,Normal,COMPLETED,zone-sakchi,Jamsetji Tata Senior Secondary Academy,loc-jamsetji-tata-senior-secondary,22.8087,86.2027,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-1,sim-drv-sakchi-1,1.36,2.2,2.5,1,,SIM_SEED,True
SIM-003859,2025-03-26T17:54:28.425Z,medical,Cardiac,Normal,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8057,86.2043,hosp-tata-steel-advanced-multi-spec,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,2.5,0.8,5,1,,SIM_SEED,True
SIM-004443,2024-03-26T18:13:36.665Z,medical,General,Normal,COMPLETED,zone-sakchi,Fresh Harvest Vegetable Market,loc-fresh-harvest-vegetable-market,22.8051,86.2063,hosp-millennium-women-s-care-clinic,sim-veh-sakchi-amb-4,sim-drv-sakchi-4,1.22,1.8,2.6,1,,SIM_SEED,True
SIM-003963,2023-01-14T07:29:49.146Z,medical,General,Urgent,COMPLETED,zone-bistupur,Jubilee Grand Marriage Hall,loc-jubilee-grand-marriage-hall,22.7982,86.1898,hosp-jubilee-care-hospital,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,1.18,2.1,2.1,1,,SIM_SEED,True
SIM-001301,2023-08-10T03:26:36.646Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Steel Mart Township Store,loc-steel-mart-township-store,22.8066,86.1814,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,2.36,4.1,4.8,1,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-008087,2024-03-04T17:34:29.039Z,medical,Pediatric,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7873,86.1657,hosp-tata-steel-advanced-multi-spec,sim-veh-sonari-amb-2,sim-drv-sonari-2,3.14,5.3,2.2,1,,SIM_SEED,True
SIM-010969,2024-12-07T19:18:08.833Z,medical,General,Urgent,COMPLETED,zone-sakchi,Sakchi Market,loc-sakchimkt,22.8052,86.2066,hosp-iron-valley-children-s-clinic,sim-veh-sakchi-amb-4,sim-drv-sakchi-4,4.79,10,4.3,1,,SIM_SEED,True
SIM-000643,2021-11-19T04:59:16.019Z,fire,,Urgent,COMPLETED,zone-factory,Tata Township Energy Center,loc-tata-township-energy-center,22.774,86.2062,,sim-veh-factory-fire-2,sim-drv-factory-2,1.67,3.3,3.3,1,INDUSTRIAL_FIRE_RISK,SIM_SEED,True
SIM-000674,2026-06-17T09:49:11.714Z,medical,Trauma,Urgent,COMPLETED,zone-sakchi,Burma Mines,loc-burma,22.8051,86.2351,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-5,sim-drv-sakchi-5,6.13,7.4,12.5,4,MONSOON_ROAD_TRAUMA,SIM_SEED,True
SIM-006409,2024-03-05T14:41:10.376Z,blood,,Normal,COMPLETED,zone-kadma,Mill Workers Welfare Colony,loc-mill-workers-welfare-colony,22.7901,86.1665,,sim-veh-kadma-amb-4,sim-drv-kadma-4,4.39,8.9,6.8,2,,SIM_SEED,True
SIM-003930,2026-02-24T22:54:00.705Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,Bistupur Market,loc-bistmkt,22.802,86.187,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-1,sim-drv-bistupur-1,1.98,2.8,3.5,1,,SIM_SEED,True
SIM-009104,2024-03-27T09:51:01.220Z,medical,Pediatric,Normal,COMPLETED,zone-factory,Factory Main Gate,loc-gate,22.7699,86.2065,hosp-tata-steel-advanced-multi-spec,sim-veh-factory-amb-4,sim-drv-factory-4,5.15,14.2,12.5,1,,SIM_SEED,True
SIM-006674,2024-06-29T10:05:09.681Z,medical,Trauma,Urgent,COMPLETED,zone-bistupur,Keenan Stadium,loc-keenan,22.81,86.1971,hosp-steel-city-general-hospital,sim-veh-bistupur-amb-5,sim-drv-bistupur-5,5.33,14.7,9.9,1,,SIM_SEED,True
SIM-006144,2025-09-16T00:28:53.236Z,fire,,Urgent,COMPLETED,zone-sonari,Sonari Quarters,loc-sonari,22.7774,86.1529,,sim-veh-sonari-fire-2,sim-drv-sonari-2,0.41,0.8,0.4,1,,SIM_SEED,True
SIM-004028,2022-07-01T21:14:51.925Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,Tata Main Hospital,loc-tmh,22.7868,86.1958,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-4,sim-drv-bistupur-4,4.49,4.4,9,1,,SIM_SEED,True
SIM-002723,2021-11-06T21:29:42.014Z,fire,,Normal,COMPLETED,zone-bistupur,Jamsetji Tata Scholars Residence,loc-jamsetji-tata-scholars-residen,22.7958,86.1802,,sim-veh-bistupur-fire-4,sim-drv-bistupur-4,0.89,1.8,1.8,1,DIWALI_FIRE_SEASON,SIM_SEED,True
SIM-002767,2023-11-20T03:14:04.567Z,medical,Trauma,Critical,COMPLETED,zone-sakchi,Mango Bus Stand,loc-mango,22.8331,86.2081,hosp-sakchi-community-hospital,sim-veh-sakchi-amb-3,sim-drv-sakchi-3,7.21,5.6,11.4,1,,SIM_SEED,True
SIM-000007,2026-04-03T17:21:59.143Z,fire,,Normal,COMPLETED,zone-kadma,Kadma Quarters,loc-kadma,22.7942,86.1719,,sim-veh-kadma-fire-3,sim-drv-kadma-3,0.91,1.6,1.6,1,,SIM_SEED,True
SIM-004948,2025-12-03T11:06:34.942Z,medical,General,Urgent,COMPLETED,zone-sakchi,Loyola Campus School,loc-school,22.7991,86.1972,hosp-jubilee-care-hospital,sim-veh-sakchi-amb-4,sim-drv-sakchi-4,3,4.7,6.3,1,,SIM_SEED,True
SIM-000635,2024-07-28T09:35:31.997Z,medical,Maternity,Normal,COMPLETED,zone-kadma,Sonari Aerodrome,loc-aerodrome,22.8123,86.1689,hosp-tata-steel-advanced-multi-spec,sim-veh-kadma-amb-1,sim-drv-kadma-1,4.68,4.6,7.4,2,,SIM_SEED,True
SIM-008434,2026-04-18T17:42:53.070Z,medical,Trauma,Critical,COMPLETED,zone-sakchi,Sakchi Quarters,loc-sakchi,22.7977,86.1968,hosp-subarnarekha-super-speciality-,sim-veh-sakchi-amb-1,sim-drv-sakchi-1,3.22,7.5,5.6,1,,SIM_SEED,True
SIM-000696,2025-04-08T12:39:31.989Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,JRD Tata Memorial Hostel,loc-jrd-tata-memorial-hostel,22.7994,86.1886,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-2,sim-drv-bistupur-2,1.92,2,3.2,1,,SIM_SEED,True
SIM-001452,2023-05-27T03:05:27.557Z,medical,Cardiac,Normal,COMPLETED,zone-bistupur,Steel Mart Township Store,loc-steel-mart-township-store,22.8066,86.1814,hosp-tata-steel-advanced-multi-spec,sim-veh-bistupur-amb-3,sim-drv-bistupur-3,1.67,2.6,3.3,1,,SIM_SEED,True
SIM-010468,2024-03-26T07:17:03.045Z,fire,,Normal,COMPLETED,zone-factory,Central Workshop,loc-workshop,22.776,86.2145,,sim-veh-factory-fire-3,sim-drv-factory-3,0.4,0.8,0.6,1,,SIM_SEED,True
SIM-002937,2022-11-24T05:49:11.923Z,medical,General,Critical,CANCELLED,zone-kadma,Steel Workers Welfare Centre,loc-steel-workers-welfare-centre,22.7924,86.1749,hosp-subarnarekha-super-speciality-,sim-veh-kadma-amb-3,sim-drv-kadma-3,1.56,2.9,3.3,1,,SIM_SEED,True
SIM-001514,2023-08-10T20:18:26.354Z,medical,General,Critical,COMPLETED,zone-sonari,NIT Jamshedpur,loc-nit,22.7771,86.1449,hosp-jrd-family-health-clinic,sim-veh-sonari-amb-5,sim-drv-sonari-5,8.92,12.3,16.3,1,,SIM_SEED,True
